Code;Gencod;Long_Name;Short_Name;VAT_Code;Purchase_Price;Nomenclature;SousFamilleDistri_Code;FamilleDistri_Code;Categorie_Code
174582;3228470001007;250G CAFE MOULU L OR ABSOLU   ;250G CAFE MOUL;1 ;3.09;0105011005;25;30 ;3 
003012;0000000003012;(MT)POIRE ABATE 70/75         ;POIRE ABATE   ;1 ;1.29;0230349900;91;440;ZZ
437540;3256220511643;4X100G DESSERT/FRT POMME NAT.U;4X100G DESSERT;1 ;0.59;0105061010;80;200;8 
003401;0000000003401;AVOCAT PIECE                  ;AVOCAT PIECE  ;1 ;0.55;0230349900;91;440;ZZ
486426;7613031526406;16 X DOLCE GUSTO ESPRESSO INTE;16 X DOLCE GUS;1 ;3.37;0105011005;37;30 ;3 
017785;3080216017785;50CL BTE KRONENBOURG RGE 7(CU);50CL BTE KRONE;2 ;0.82;0110102005;42;310;ZZ
036019;7613035011052;1L50 BOUTEILLE CONTREX        ;1L50 BOUTEILLE;1 ;0.45;0110103005;12;320;ZZ
009082;0000000009082;(MT)POMME GOLDEN 2KG          ;POM.GOLD.2KG  ;1 ;1.55;0230349900;91;440;ZZ
380191;3179732368942;1L PET PERRIER CITRON VERT    ;1L PET PERRIER;1 ;0.77;0110103005;40;320;3 
020660;8000500003787;200G FERRERO ROCHERS T16      ;200G FERRERO R;1 ;3.5;0105024020;24;63 ;3 
009129;0000000009129;(MT)RAISIN ALEDO              ;RAIS.ALEDO OR ;1 ;3.5;0230349900;91;440;ZZ
NULL;3256220170321;SAUMON AU NATUREL U 1/5       ;SAUMON AU NATU;1 ;1.35;0105051005;80;220;8 
134759;3256221134759;SAUCE BEARNAISE U (CU)        ;SAUCE BEARNAIS;1 ;0.47;0105034010;60;140;ZZ
412639;3256223028322;1L BRIQU JUS ABC PAMPLE.ROSE U;1L BRIQU JUS A;1 ;0.75;0110101505;32;300;8 
004645;0000000004645;(MT)CHAMPIGNON FORESTIER BQ.  ;CHAMP.FOREST. ;1 ;1.8;0230359900;93;450;ZZ
004051;0000000004051;MANGUE PIECE UB               ;MANGUE PIECE U;1 ;1.3;0230349900;91;440;ZZ
340719;3045320008920;370G CHATAIGNES    BONNE MAMAN;370G CHATAIGNE;1 ;1.49;0105012505;10;200;3 
520335;3249290012264;1.5L LIMONADE PPX PUMA PET    ;1.5L LIMONADE ;1 ;0.44;0110100505;10;300;1 
495124;4008667009936;1L PET OCEAN SPRAY CLASSIC    ;1L PET OCEAN S;1 ;1.45;0110100515;15;300;3 
003240;0000000003240;(MT)PECHE BLANCHE PLATE       ;PECHE BLANCHE ;1 ;2.1;0230349900;91;440;ZZ
904741;4005900035684;200ML DEO HOM NIVEA BLACK POWE;200ML DEO HOM ;2 ;2.39;0120152005;55;650;3 
648939;3242274007058;320G SALADE STOCKHOLM SAUMON  ;320G SALADE ST;1 ;2.78;0240391520;53;380;3 
037366;5000161019656;450G CROQ ONE JUNIOR POULETRIZ;450G CROQ ONE ;2 ;1.85;0105081005;36;270;3 
009078;0000000009078;(MT)COURGETTE FLEUR           ;COUGETTE FLEUR;1 ;2.94;0230349900;91;440;ZZ
598760;7622210113535;53G CAPS CARTE NOIRE INTENS. 9;53G CAPS CARTE;1 ;2.2;0105011005;38;30 ;3 
046408;7622300046408;2X100G MILKA CAR(CU)          ;2X100G MILKA C;2 ;1.5;0105021505;30;60 ;ZZ
307020;3336971307020;MONSTER MUNCH SALE(CU)        ;MONSTER MUNCH ;1 ;0.72;0105020505;15;20 ;3 
529533;4017100376108;PQ 125G CROISSANT LUNE BAHLSEN;PQ 125G CROISS;1 ;0.83;0105021005;26;20 ;3 
107666;3017760381697;90G CROUSTILLES CACAHUETTES   ;90G CROUSTILLE;1 ;0.78;0105020505;15;20 ;3 
410263;3256224070290;4/4 BTE SAUCISSES LENTILLES U ;4/4 BTE SAUCIS;1 ;1.21;0105051510;26;240;8 
NULL;3256221212297;150G PISTACHE GRILLEE SEC U   ;150G PISTACHE ;1 ;1.31;0105020505;18;20 ;8 
004796;0000000004796;(MT)TOMATE CERISE BQ.250G UE  ;TOMATE CERISE ;1 ;1.2;0230359900;93;450;ZZ
921337;3760077980953;75CL BDX RGE CH.SAILLAN       ;75CL BDX RGE C;2 ;1.94;0110111010;32;340;3 
004643;0000000004643;(MT)SALADE BATAVIA            ;SALADE BATAVIA;1 ;0.48;0230359900;93;450;ZZ
560709;3367651002416;230G TRI XXL POULET ROTI MAYO ;230G TRI XXL P;1 ;1.95;0240391505;52;380;3 
041722;8717496041722;(MT)FRAMBOISE BARQUETTE 125   ;FRAMBOISE BARQ;1 ;1.35;0230349900;91;440;ZZ
000200;0000000000200;(MT)BOISSON FRAICHE 1EURO     ;BOISSON FRAICH;1 ;0.1;0105012000;40;300;ZZ
009091;0000000009091;(MT)CLEMENTINE GAMIN          ;CLEMENT. GAMIN;1 ;2.75;0230349900;91;440;ZZ
004410;0000000004410;(MT)POIRE WILLIAMS ROUGE      ;POIRE WILLIAMS;1 ;1.74;0230349900;91;440;8 
003236;0000000003236;(MT)PECHE JAUNE               ;PECHE JAUNE   ;1 ;1.8;0230349900;91;440;8 
238637;7622210353252;2X276G GRANOLA COOKIE MAX CHOC;2X276G GRANOLA;1 ;3.61;0105021005;28;20 ;ZZ
NULL;3256222254234;VINAIG.BLASA/OLIVE U 550ML    ;VINAIG.BLASA/O;1 ;1.31;0105032510;47;140;8 
009121;0000000009121;(MT)CLEMENVILLA 2KG           ;CLEMENVILL 2KG;1 ;1.8;0230349900;91;440;ZZ
598736;3256223683835;390G SPECIAL SAUCE COULIS U   ;390G SPECIAL S;1 ;0.69;0105034510;70;140;8 
485365;3256222215143;1/5 SARDINE HUIL.OLIV VIERGE U;1/5 SARDINE HU;1 ;0.84;0105051005;10;220;8 
476340;3660992007875;3X1/12 CONCENTRE TOMATE B.VU  ;3X1/12 CONCENT;1 ;0.38;0105034510;80;140;9 
003150;0000000003150;TOMATE COCKTAIL               ;TOMATE COCKTAI;1 ;1.3;0230359900;93;450;ZZ
597081;3502110004765;1L TROPICANA ESSENTIEL FIBRES ;1L TROPICANA E;1 ;1.91;0110101505;30;300;3 
003093;0000000003093;RAISIN NOIR BLACK MAGIC ITALIE;RAISIN NOIR BL;1 ;2.5;0230349900;91;440;ZZ
009088;0000000009088;(MT)ASPERGE VERTE BOTTE       ;ASPERGE V. BOT;1 ;2.45;0230359900;93;450;3 
352805;3017760635295;225G PRINCE GRANOLA POCKET    ;225G PRINCE GR;1 ;1.45;0105021005;38;20 ;3 
520725;3242274000059;320G SALADE MANHATTAN         ;320G SALADE MA;4 ;2.82;0240391520;53;380;3 
466905;3496080210199;BRIK 6X1L 1/2 ECR PPX LAIT ICI;BRIK 6X1L 1/2 ;1 ;3.62;0225321005;40;90 ;1 
004348;0000000004348;PASTEQUE                      ;PASTEQUE      ;1 ;0.65;0230349900;91;440;ZZ
009063;0000000009063;(MT)POMME D.TERRE CHERIE 2,5KG;PDT CHERIE 2,5;1 ;2.31;0230359900;93;450;ZZ
215223;7613035618299;162 G ESCARGOTS LAIT LANVIN   ;162 G ESCARGOT;1 ;4.45;0105024020;42;61 ;ZZ
415598;3256223014547;75CL BIDON SIROP MENTHE U     ;75CL BIDON SIR;1 ;1.21;0110101005;60;300;8 
003853;0000000003853;ORANGE VALENCIALATE 2KG 5/6   ;ORANGE VALENCI;1 ;2.1;0230349900;91;440;ZZ
944254;5449000214058;1L5 FANTA ANANAS CITRON       ;1L5 FANTA ANAN;1 ;1.43;0110100505;15;300;3 
118560;3173287140145;200G BALLOTIN CHARDONS 7 LIQUE;200G BALLOTIN ;2 ;1.3;0105024020;40;61 ;ZZ
004060;0000000004060;BROCOLI                       ;BROCOLI       ;1 ;1.95;0230359900;93;450;ZZ
290122;8437002290122;(MT)SALADE SUCRINE BARQUETTE  ;SALADE SUCRINE;1 ;1.0;0230359900;93;450;ZZ
NULL;5053827104081;KELLOGG S FROSTIES PAQUET 400G;KELLOGG S FROS;1 ;2.13;0105012010;30;40 ;ZZ
416829;3336970711057;ST 60G CURLY CACAHUET  LORENZ ;ST 60G CURLY C;1 ;0.49;0105020505;15;20 ;3 
105557;3045140105557;LOT 3X100G  MILKA (CU)        ;LOT 3X100G  MI;2 ;2.09;0105021505;35;60 ;ZZ
282849;3256221282849;RAS.JETABLE LADY3 BYU LAM(CU) ;RAS.JETABLE LA;2 ;1.01;0120153010;85;650;ZZ
020686;8000500167113;375G BOITE FERRERO ROCHERS T30;375G BOITE FER;1 ;5.99;0105024020;30;61 ;ZZ
735001;3760147735001;RADIS BOTTE                   ;RADIS BOTTE   ;1 ;0.9;0230359900;93;450;ZZ
004450;0000000004450;(MT)CLEMENTINE COR            ;CLEMENTINE COR;1 ;3.52;0105012000;91;440;ZZ
825206;4046719707393;2 EPONGES GRATTANTES BLEUES   ;2 EPONGES GRAT;2 ;1.13;0115140505;90;510;3 
127470;7613034636591;FOND DE VEAU BOITE 110G  MAGGI;FOND DE VEAU B;1 ;2.01;0105035005;10;130;3 
003854;3017800078723;1/2 POIS CAROTTE EXT/FIN DAUCY;1/2 POIS CAROT;1 ;0.73;0105043505;10;210;3 
010518;3017800010518;D AUCY LENTILLES PREPAREES(CU);D AUCY LENTILL;1 ;0.69;0105043505;22;210;3 
004456;0000000004456;(MT)TOMATE COEUR DE BOUF      ;TOMATE COEUR D;1 ;2.49;0230359900;93;450;ZZ
445438;3368954301343;90GX2 PROFITEROLES U SAVEURS  ;90GX2 PROFITER;1 ;1.12;0225291005;34;418;15
743080;3181730021101;100ML PENTO ROUGE NORMAL      ;100ML PENTO RO;2 ;1.5;0120150510;48;640;3 
003242;0000000003242;(MT)PECHE BLANCHE.FR.         ;PECHE BL.JA   ;1 ;1.85;0230349900;91;440;ZZ
499225;3256220178129;4 DES.POMME/POIRE SS AJOUTE U ;4 DES.POMME/PO;1 ;0.68;0225291020;50;418;8 
990776;3162050018682;125 G NOIX DE COCO RAP STE LUC;125 G NOIX DE ;1 ;0.87;0105030505;40;80 ;3 
139265;3176571625007;BLLE 50CLS  LAIT 1/2 EC CANDIA;BLLE 50CLS  LA;1 ;0.63;0225321005;40;90 ;8 
295095;7613034522146;350G 5 PIRULO HAPPY           ;350G 5 PIRULO ;1 ;1.78;0215253005;40;410;3 
743967;3058320053074;250ML MENEN MOUSS/RASER B/DIFF;250ML MENEN MO;2 ;1.65;0120151510;35;660;3 
730582;3059940006822;1L DESTOP LIQUIDE             ;1L DESTOP LIQU;2 ;1.51;0115131530;50;510;3 
429042;3256220081856;85G CRACKERS SALES GOUDA U    ;85G CRACKERS S;1 ;0.61;0105020505;10;20 ;8 
476358;3660992125043;150G TUBE CONC.TOMATE BIEN VU ;150G TUBE CONC;1 ;0.41;0105034510;80;140;9 
119760;3256225454945;1/5 THON ENTIER NATUREL U     ;1/5 THON ENTIE;1 ;1.04;0105051005;20;220;8 
120923;3229820019062;PQ 130GR GALETTES RIZ BJORG   ;PQ 130GR GALET;1 ;0.97;0105071505;50;260;3 
003386;0000000003386;(MT)CLEMENTINE FEUILLE        ;CLEMENTINE FEU;1 ;1.15;0230349900;91;440;ZZ
442090;3256220887984;1L PET PUR JUS CLEMENTINE U   ;1L PET PUR JUS;1 ;1.15;0110101505;40;300;8 
437451;3256220367547;37.5CL MEDOC RG ALLEE/ROY U   ;37.5CL MEDOC R;2 ;1.63;0110111010;14;340;8 
684480;3596511196150;350G ASSORTIMENT ROYAL PIE QUI;350G ASSORTIME;2 ;1.69;0105022505;10;70 ;3 
991314;8410031991314;CHUPA C(CU)                   ;CHUPA CHUPS   ;2 ;0.15;0105023005;50;75 ;ZZ
NULL;3017760010009;PQ 335G THE BRUN CARTOUCHE    ;PQ 335G THE BR;1 ;1.19;0105021005;20;20 ;3 
411976;3256221310641;1L BK MOULINE LEGUMES VARIES U;1L BK MOULINE ;1 ;0.82;0105052015;35;130;8 
046064;8412276046064;(MT)SUCRINE BQ .              ;SUCRINE BQ    ;1 ;1.85;0230359900;93;450;3 
003225;0000000003225;POIVRON DOUX CORNE DE BOEUF   ;POIVRON DOUX C;1 ;1.95;0230359900;93;450;ZZ
092447;3046920022507;100G EXCEL NOIR CARAMEL LINDT ;100G EXCEL NOI;1 ;1.27;0105021510;35;60 ;3 
009003;0000000009003;(MT)CITRON FEUILLE            ;CITRON FEUILLE;1 ;2.63;0230349900;60;440;ZZ
NULL;3155930005568;65CL BIERE DESPERADOS         ;65CL BIERE DES;2 ;1.82;0110102005;35;310;3 
058689;3183941146109;1L ALCOOL A BRULER            ;1L ALCOOL A BR;2 ;1.52;0320751005;40;530;3 
744078;3046920045759;150G PRALINÉ ROCHER NOIR      ;150G PRALINÉ R;2 ;1.74;0105021510;40;60 ;3 
009005;0000000009005;(MT)CITRON VERT               ;CITRON VERT   ;1 ;2.3;0230349900;91;440;ZZ
184252;3263670011326;1/6 SARDINES A L HUILE D OLIVE;1/6 SARDINES A;1 ;1.43;0105051005;10;220;3 
012146;3538280020984;TAB 100G  LIGHT NOIR POULAIN  ;TAB 100G  LIGH;1 ;1.26;0105021510;27;60 ;3 
NULL;5998749108536;WHISKAS LES IRRESIST SAUMON   ;WHISKAS LES IR;2 ;0.76;0105081005;28;270;3 
630203;3045320001679;370G GELEE GROSEILLE B.MAMAN  ;370G GELEE GRO;1 ;1.25;0105012505;10;200;3 
004641;0000000004641;(MT)FEUILLE DE CHENE BLDE     ;SALADE FEUILLE;1 ;0.75;0230359900;93;450;ZZ
NULL;3147690089704;75CL PORTO 19* ROUGE CRUZ     ;75CL PORTO 19*;2 ;5.22;0110120535;60;360;3 
003358;0000000003358;(MT)CERISE VRAC  26+          ;CERISE VRAC   ;1 ;2.8;0105012000;91;440;ZZ
576679;3256221675528;QUINOA NATURE U BIO DP 250G   ;QUINOA NATURE ;1 ;0.98;0105041010;40;100;11
003557;0000000003557;POMME DE TERRE FRIT/PURE 2.5KG;POMME DE TERRE;1 ;2.6;0230359900;93;450;ZZ
147446;3229820013022;BTE 1KG SEL GROS GRIS         ;BTE 1KG SEL GR;1 ;1.31;0105071505;90;260;3 
437273;3256220496384;300G PETIT SALE LENTILLES U   ;300G PETIT SAL;1 ;1.23;0105051510;32;240;8 
004593;0000000004593;CONCOMBRE PIECE               ;CONCOMBRE PIEC;1 ;0.75;0230359900;93;450;ZZ
019758;0000076145568;LOT 3X50 G TOBLERONE LAIT     ;LOT 3X50 G TOB;2 ;1.46;0105024020;40;60 ;3 
003234;0000000003234;(MT)NECTARINE JAUNE  UE       ;NECTARINE JAUN;1 ;2.0;0230349900;91;440;ZZ
341024;3045320006902;600G DESSERT ABRICOT   B.MAMAN;600G DESSERT A;1 ;1.91;0105061015;90;200;3 
628549;3660992008537;8 PAP.TOIL.COMPACT BIEN VU    ;8 PAP.TOIL.COM;2 ;1.2;0120163010;30;670;9 
NULL;3256220252294;GUACAMOLE U CUIS&DECOUVE.300G ;GUACAMOLE U CU;1 ;1.07;0105071015;50;140;8 
502840;3256221124118;S/CONG.PTT TAIL.U FERM.ZIP X25;S/CONG.PTT TAI;2 ;0.46;0115141005;65;510;8 
006126;0000000006126;(MT)POMME DE TERRE AGATA      ;PDT AGATA     ;1 ;0.6;0230359900;93;450;ZZ
102454;3033710076789;45G STICK NESCAFE ESPRESSO    ;45G STICK NESC;1 ;2.02;0105011015;39;30 ;3 
477249;3256222114002;4/4 FLAGEOLETS VERTS EX FIN U ;4/4 FLAGEOLETS;1 ;0.93;0105043505;14;210;8 
688701;3187571101910;12 SPRESSO DOSE MALONGO BRESIL;12 SPRESSO DOS;1 ;2.49;0105011005;37;30 ;3 
NULL;3124480217912;OASIS TROPICAL 33CL           ;OASIS TROPICAL;1 ;0.41;0110100515;30;300;ZZ
003153;0000000003153;CHAMPIGNO PARIS BLANC         ;CHAMPIGNO PARI;1 ;2.4;0230359900;93;450;ZZ
430166;5410673000859;500G  RIZ 10 MN   UNCLE BENS  ;500G  RIZ 10 M;1 ;1.4;0105041505;30;120;3 
690978;3256223379752;250ML DCHE PASS.MANGUE BY U   ;250ML DCHE PAS;2 ;0.79;0120152510;20;650;10
004515;0000000004515;(MT)FENOUIL VRAC              ;FENOUIL VRAC  ;1 ;1.02;0230359900;93;450;ZZ
550217;3017760805087;PQ 120G RESILL D OR PRALIN  LU;PQ 120G RESILL;1 ;0.97;0105021005;30;20 ;3 
004130;0000000004130;(MT)POMME PINK LADY           ;POM.PINK LADY ;1 ;2.3;0230349900;91;440;ZZ
662593;3256221653939;4 BAT.CARAMEL B.SALE U        ;4 BAT.CARAMEL ;1 ;1.24;0215252505;21;410;8 
633007;3036812050442;POT.INST.MOULINE LÉGUME ROYCO ;POT.INST.MOULI;1 ;1.09;0105052015;55;130;3 
003228;0000000003228;(MT)TOMATES RONDE FRANCE 6    ;TOMATES RDE FR;1 ;1.3;0230359900;93;450;ZZ
506763;3256225042395;375G CEREAL.PETALE.BLE CHOCO.U;375G CEREAL.PE;1 ;1.01;0105012010;30;40 ;8 
510851;3023470001015;PQ 130G GALETTE ST MICHEL     ;PQ 130G GALETT;1 ;0.6;0105021005;22;20 ;3 
683654;3336971307051;85G MONSTER MUNCH JAM/FRO     ;85G MONSTER MU;1 ;0.82;0105020505;15;20 ;3 
009415;0000000009415;(MT)PDT SPEC.FRITE 2,5KG      ;PDT FRITE     ;1 ;1.45;0230359900;93;450;ZZ
014431;3011360006257;POT.DESHY.SOUPE MAROCAINE KNOR;POT.DESHY.SOUP;1 ;1.21;0105052015;50;130;3 
021462;3256224757078;3X85G CRACKERS FEUILL.EMMENT.U;3X85G CRACKERS;1 ;1.52;0105020505;10;20 ;ZZ
457922;5000159417228;320G CELEBRATIONS BOUTEILLE   ;320G CELEBRATI;1 ;3.77;0105024020;23;63 ;ZZ
440420;3033710075232;POT 50G  NESCAFE SELECTION    ;POT 50G  NESCA;1 ;1.79;0105011005;39;30 ;3 
238190;3119780259069;12X25CL BIERE HEINEKEN 5°     ;12X25CL BIERE ;2 ;5.59;0110102005;30;310;3 
479322;3038352357104;500G SEMOULE BLE MOYEN   CELLO;500G SEMOULE B;1 ;0.85;0105041005;40;100;3 
437176;3256220497039;1L NECT/FRTS GOURMAND LITCHI U;1L NECT/FRTS G;1 ;1.36;0110101505;40;300;8 
NULL;3256221127850;3X1/2 TERRINE MER CHAT 3VAR U ;3X1/2 TERRINE ;2 ;1.11;0105081005;26;270;8 
411861;3256221212433;500G PAQUET RIZ LONG THAI U   ;500G PAQUET RI;1 ;0.6;0105041505;30;120;8 
NULL;3256222114088;1/2 MAIS DOUX GRAINS BOITE U  ;1/2 MAIS DOUX ;1 ;0.4;0105043505;46;210;8 
117180;3256220117180;120G MELANGE APERIT(CU)       ;120G MELANGE A;1 ;0.76;0105020505;18;20 ;ZZ
485349;7613032733032;6X1.15L EAU QUEZAC GAZEUSE    ;6X1.15L EAU QU;1 ;2.52;0110103005;30;320;3 
229450;8712566328208;110ML X4 MAGNUM AMANDE   MOTTA;110ML X4 MAGNU;1 ;2.5;0215252505;21;410;3 
004251;0000000004251;(MT)FRAISE BQT 250G GARIGU    ;FRAISE BQT 250;1 ;3.2;0230349900;91;440;ZZ
560987;5410041005707;PQ 150G PIM S ORANGE       LU ;PQ 150G PIM S ;1 ;1.13;0105021005;32;20 ;3 
NULL;3256224234210;U LAIT 1/2 ECREME 6X50CL      ;U LAIT 1/2 ECR;1 ;2.07;0225321005;40;90 ;8 
472964;3270020000268;370G CONFITURE ORANGE DOUCE   ;370G CONFITURE;1 ;1.54;0105012505;25;200;3 
004081;0000000004081;(MT)AUBERGINE                 ;AUBERGINE     ;1 ;1.51;0230359900;93;450;ZZ
004011;0000000004011;(MT)BANANE VRAC               ;BANANE VRAC   ;1 ;1.07;0230349900;91;440;ZZ
009087;0000000009087;(MT)COURGETTE CLAIRE SS FL    ;COURGET.SS FL ;1 ;1.95;0230359900;93;450;ZZ
059392;5410228223764;6X25CL BIERE HOEGAARDEN BLC   ;6X25CL BIERE H;2 ;2.76;0110102005;30;310;3 
035819;3256221891959;3/2 COUSCOUS VOLAILL.MERGUEZ U;3/2 COUSCOUS V;1 ;2.16;0105051505;10;240;8 
124244;3608580007135;75CL NECTAR ABRICOT ANDROS    ;75CL NECTAR AB;1 ;1.23;0225291020;45;418;3 
003990;0000000003990;(MT)POIRE WILLIAMS VERTE      ;POIRE WILLIAMS;1 ;1.45;0230349900;91;440;ZZ
997045;3178050000725;BTLE 0.5L HUILE OLIVE PUGET   ;BTLE 0.5L HUIL;1 ;3.92;0105032005;20;170;3 
210157;3256220210157;300G CAKE AUX FRUI(CU)        ;300G CAKE AUX ;1 ;0.96;0105021010;45;20 ;ZZ
388995;3029330014522;250G PLAISIR MIE PERSIL ROND  ;250G PLAISIR M;1 ;0.97;0105021005;91;20 ;3 
063579;3163937010003;100CLX45* PASTIS RICARD       ;100CLX45* PAST;2 ;15.45;0110120510;10;360;3 
446125;3256224332237;250G PORTION EMMENTAL 30%MG U ;250G PORTION E;1 ;1.42;0225284005;9 ;420;8 
004639;0000000004639;(MT)SALADE MACHE BQT 150G     ;SALADE MACHE B;1 ;1.0;0230359900;93;450;ZZ
004636;0000000004636;(FL)RAISIN RED GLOBE          ;RAISIN RED GLO;1 ;1.5;0230349900;91;440;ZZ
416641;3147699100226;70CLX40° BOURBON MICHIGAN PPX ;70CLX40° BOURB;2 ;8.73;0110121005;80;370;1 
398152;3256220310864;250G PQ TRADITION MOULU DK U  ;250G PQ TRADIT;1 ;1.02;0105011005;28;30 ;8 
236025;3181238951597;175G TOAST BURGER             ;175G TOAST BUR;1 ;2.5;0240391505;52;380;3 
009083;0000000009083;(MT)POMME ROYAL GALA  2 KG    ;POM.ROY.GALA2K;1 ;1.55;0230349900;91;440;ZZ
176348;3229820019192;500G PAIN COMPLET 3 CEREALES  ;500G PAIN COMP;1 ;1.93;0105071505;40;260;3 
000172;3281440000172;(MT)BETTERAVE CELLO 500G      ;BETTERAVE 500G;1 ;0.71;0230359900;93;450;ZZ
452647;3220033120002;500G 100 BUCHETTES DE SUCRE   ;500G 100 BUCHE;1 ;0.97;0105031505;50;190;3 
300997;8410408051368;1.5L KAS CITRON PET           ;1.5L KAS CITRO;1 ;1.12;0110100505;15;300;3 
260529;3175681845961;156G BISCUIT REGIME GERLINEA  ;156G BISCUIT R;1 ;1.43;0105071505;70;260;3 
025107;3033490906337;4X125G DANETTE D.SAVE VAN/CHOC;4X125G DANETTE;1 ;1.28;0225291005;31;418;3 
123777;3023290165782;6X100G FLANBY CARAMEL         ;6X100G FLANBY ;1 ;0.98;0225290520;28;418;3 
624309;3368958362258;315G CONF FIGUE PROV U SAVEURS;315G CONF FIGU;1 ;1.38;0105012505;10;200;15
269751;3257971080112;1.5L EAU MINERALE MT ROUCOUS  ;1.5L EAU MINER;1 ;0.4;0110103005;12;320;ZZ
010518;5449000056665;1L5 COCA COLA S/CAFEIN LIGHT  ;1L5 COCA COLA ;1 ;1.27;0110100505;20;300;3 
003146;0000000003146;(MT)TOMATE CERISE GRAPPE PR.  ;TOMATE CERISE ;1 ;2.25;0230359900;93;450;ZZ
003179;0000000003179;(MT)ECHALOTTES FILET          ;ECHALOTTES FIL;1 ;0.65;0230359900;93;450;ZZ
004759;0000000004759;(FL)COURGE BUTTERNUT KG FR    ;COURGE BUTTERN;1 ;1.25;0105012000;93;450;ZZ
476316;3660992000470;1KG RIZ LONG BIEN VU          ;1KG RIZ LONG B;1 ;0.62;0105041505;30;120;9 
431934;3256220113410;125G DOSETTES X18  CAFE DOUX U;125G DOSETTES ;1 ;0.91;0105011005;37;30 ;8 
177572;3041090008221;230G BLEDICHEF EPINARD/SAUMON ;230G BLEDICHEF;1 ;1.48;0105070505;15;250;3 
003239;0000000003239;PECHE BLANCHE B ESPAGNE       ;PECHE BLANCHE ;1 ;2.5;0230349900;91;440;ZZ
439869;3256220857628;75CL LUSS.ST EMILION AOC U 12 ;75CL LUSS.ST E;2 ;3.41;0110111010;32;340;8 
024981;3273220083345;4X100G SOJASUN PRUNEAUX       ;4X100G SOJASUN;1 ;1.28;0225291005;14;418;3 
411887;3256223124352;33CLX6 BIERE BLONDE 4.6°PACK U;33CLX6 BIERE B;2 ;1.65;0110102005;41;310;8 
522426;3256221371208;1L LORENZINI ROSSO  14.4° U   ;1L LORENZINI R;2 ;1.87;0110120515;30;360;8 
411463;3256225447114;ALUMINIUM ROULEAU 20 METRES U ;ALUMINIUM ROUL;2 ;0.92;0115141005;65;510;8 
071444;3256220071444;250G RIZ BASMATI MICRO-OND(CU);250G RIZ BASMA;1 ;0.5;0105041505;32;240;ZZ
742597;3256221143010;4X100G PETIT POT CREME CAFE  U;4X100G PETIT P;1 ;1.22;0225291005;31;418;8 
005868;0000000005868;RAISIN BLANC ALEDO            ;RAISIN BLANC A;1 ;3.3;0230349900;91;440;ZZ
521666;4001724006923;350G PIZZA RISTORANTE ROYALE  ;350G PIZZA RIS;1 ;1.49;0215240505;11;390;3 
029737;3256540035676;500G BRIOCH/TRANCHE PASQUIE   ;500G BRIOCH/TR;1 ;1.3;0210220515;94;20 ;3 
126034;8000070014602;250G PERFETTO ESPRESSO LAVAZZA;250G PERFETTO ;1 ;2.61;0105011005;35;30 ;3 
004065;0000000004065;(MT)POIVRON VERT              ;POIVRON VERT  ;1 ;2.0;0230359900;93;450;ZZ
004173;0000000004173;(MT)POMME ROYAL GALA          ;POMME GALA    ;1 ;1.26;0230349900;91;440;ZZ
547345;3162050040515;0.30G SAFRAN POUDR 3DOSES 0.1G;0.30G SAFRAN P;1 ;2.4;0105033505;10;150;3 
438643;3256220653077;75CL GAILLAC RG LE BAILLI 09 U;75CL GAILLAC R;2 ;2.08;0110111010;31;340;8 
324323;5902738884530;70CLX37.5* VODKA SOBIESKI     ;70CLX37.5* VOD;2 ;7.98;0110121010;70;370;3 
009097;0000000009097;(MT)TOMATE COTELEE            ;TOMATE COTELEE;1 ;0.9;0230359900;93;450;ZZ
314132;3470680000022;200G HARISSA MAISON BOCAL     ;200G HARISSA M;1 ;1.88;0105033505;10;150;3 
137514;3161712970009;200G CAPRICE DES DIEUX        ;200G CAPRICE D;1 ;2.14;0225280505;2 ;420;3 
NULL;3163937012007;PASTIS RICARD 45% 50CL        ;PASTIS RICARD ;2 ;8.81;0110120510;10;360;3 
316435;5410228147213;6X25CL ABBAYE DE LEFFE TRIPLE ;6X25CL ABBAYE ;2 ;3.94;0110102005;30;310;3 
003279;0000000003279;(MT)1KIWI PIECE PR.           ;KIWI PIECE PR ;1 ;0.18;0230349900;91;440;ZZ
004251;0000000004251;(FL)FRAISE BQT 250G GARIGU    ;FRAISE BQT 250;1 ;1.6;0105012000;91;440;ZZ
NULL;3256227420054;7L SAC LITIERE PARFUMEE CHAT U;7L SAC LITIERE;2 ;0.89;0105081505;38;270;8 
135172;3161919369286;16X12.5G BEURRE MICROP   ELVIR;16X12.5G BEURR;1 ;1.48;0225311005;1 ;419;3 
401939;3256222115559;1/2 CHAMPIGNON PIED&MORCEAU U ;1/2 CHAMPIGNON;1 ;0.62;0105043505;50;210;8 
324218;7622210169129;53G CAPS CARTE NOIRE INTENS.10;53G CAPS CARTE;1 ;2.18;0105011005;38;30 ;3 
433473;3256220268424;36 DOSET CAFE MLU TRADITION U ;36 DOSET CAFE ;1 ;1.14;0105011005;37;30 ;8 
009188;0000000009188;(MT)TOMATE GRAPPE FR          ;TOMATE GRAPPE ;1 ;1.8;0230359900;93;450;ZZ
004811;0000000004811;NAVET VIOLET                  ;NAVET VIOLET  ;1 ;2.15;0230359900;93;450;ZZ
201480;3181730201480;MONSAVON (CU)                 ;MONSAVON 100G ;2 ;0.44;0120152005;57;650;ZZ
